"ano_aih";"mes_aih";"codigo_municipio_dv";"codigo_municipio";"nome_municipio";"regiao_codigo";"regiao_nome";"uf_codigo";"uf_sigla";"uf_nome";"municipio_capital";"numero_habitantes";"faixa_populacao";"faixa_populacao_fpm";"qtd_0101";"qtd_01";"qtd_0201";"qtd_0202";"qtd_0203";"qtd_0204";"qtd_0205";"qtd_0206";"qtd_0207";"qtd_0208";"qtd_0209";"qtd_0210";"qtd_0211";"qtd_0212";"qtd_0214";"qtd_02";"qtd_0301";"qtd_0302";"qtd_0303";"qtd_0304";"qtd_0305";"qtd_0306";"qtd_0307";"qtd_0308";"qtd_0309";"qtd_0310";"qtd_03";"qtd_0401";"qtd_0402";"qtd_0403";"qtd_0404";"qtd_0405";"qtd_0406";"qtd_0407";"qtd_0408";"qtd_0409";"qtd_0410";"qtd_0411";"qtd_0412";"qtd_0413";"qtd_0414";"qtd_0415";"qtd_0416";"qtd_0418";"qtd_04";"qtd_0501";"qtd_0502";"qtd_0503";"qtd_0504";"qtd_0505";"qtd_0506";"qtd_05";"qtd_0603";"qtd_06";"qtd_0702";"qtd_07";"qtd_0801";"qtd_0802";"qtd_08";"qtd_total";"vl_0201";"vl_0202";"vl_0203";"vl_0204";"vl_0205";"vl_0206";"vl_0207";"vl_0208";"vl_0209";"vl_0210";"vl_0211";"vl_0212";"vl_0214";"vl_02";"vl_0301";"vl_0302";"vl_0303";"vl_0304";"vl_0305";"vl_0306";"vl_0307";"vl_0308";"vl_0309";"vl_0310";"vl_03";"vl_0401";"vl_0402";"vl_0403";"vl_0404";"vl_0405";"vl_0406";"vl_0407";"vl_0408";"vl_0409";"vl_0410";"vl_0411";"vl_0412";"vl_0413";"vl_0414";"vl_0415";"vl_0416";"vl_0417";"vl_0418";"vl_04";"vl_0501";"vl_0502";"vl_0503";"vl_0504";"vl_0505";"vl_0506";"vl_05";"vl_0603";"vl_06";"vl_0702";"vl_07";"vl_0801";"vl_0802";"vl_08";"vl_total";"longitude";"latitude"
"2024";"07";"5203203";"520320";"Barro Alto";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"          17";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          17";"          85";"           .";"          26";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         111";"           2";"           .";"           .";"           .";"           .";"           .";"           2";"           .";"           2";"           .";"           4";"           .";"           .";"           .";"           .";"           .";"           .";"          10";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         138";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      781,87";"           .";"     8460,32";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     9242,19";"       276,5";"           .";"           .";"           .";"           .";"           .";"     1333,62";"           .";"      728,98";"           .";"     2163,52";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     4502,62";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"    13744,81";"  -48,915707";"  -14,973709"
"2024";"07";"5204003";"520400";"Cabeceiras";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          43";"           .";"           8";"           .";"           .";"           .";"           .";"           1";"           .";"           .";"          52";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          52";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      286,84";"           .";"     3414,44";"           .";"           .";"           .";"           .";"      237,16";"           .";"           .";"     3938,44";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     3938,44";"  -46,929476";"  -15,801156"
"2024";"07";"5205307";"520530";"Cavalcante";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           4";"           .";"           .";"           .";"           .";"           .";"           .";"           1";"           .";"           1";"           6";"          66";"           .";"          25";"           .";"           1";"           .";"           .";"           1";"           .";"           2";"          95";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          40";"          40";"         141";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      582,23";"           .";"     9068,81";"           .";"       171,5";"           .";"           .";"      184,72";"           .";"      985,84";"     10993,1";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         320";"         320";"     11313,1";"  -47,463436";"  -13,799279"
"2024";"07";"5205497";"520549";"Cidade Ocidental";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           2";"           .";"           1";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           3";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           3";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     3042,51";"           .";"     2126,46";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     5168,97";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     5168,97";"  -47,937131";"  -16,110959"
"2024";"07";"5205513";"520551";"Cocalzinho de Goiás";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          11";"           .";"          17";"           1";"           1";"           .";"           .";"           4";"           .";"           3";"          37";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          37";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      486,42";"           .";"     6798,27";"      367,44";"       80,77";"           .";"           .";"      797,32";"           .";"      1330,2";"     9860,42";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     9860,42";"  -48,768967";"  -15,781737"
"2024";"07";"5205802";"520580";"Corumbá de Goiás";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          11";"           .";"           7";"           .";"           2";"           .";"           .";"           .";"           .";"           .";"          20";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          20";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      486,42";"           .";"     2758,16";"           .";"         409";"           .";"           .";"           .";"           .";"           .";"     3653,58";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     3653,58";"  -48,810345";"  -15,927905"
"2024";"07";"5206206";"520620";"Cristalina";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"         721";"           .";"           9";"           3";"           8";"           .";"           .";"           .";"           .";"         190";"           .";"          83";"        1014";"        2616";"           .";"          35";"           1";"           1";"           .";"           .";"           6";"           .";"          14";"        2673";"         237";"           .";"           .";"           .";"           .";"           1";"          21";"           .";"          21";"           .";"          25";"           .";"           .";"           .";"           .";"           .";"           .";"         305";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         382";"         382";"        4374";"           .";"           .";"           .";"           .";"       100,1";"      978,81";"           .";"           .";"           .";"           .";"           .";"           .";"          78";"     1156,91";"     4368,77";"           .";"    14670,39";"      337,83";"      178,25";"           .";"           .";"      920,26";"           .";"     5834,51";"    26310,01";"      7678,8";"           .";"           .";"           .";"           .";"       82,16";"    14636,58";"           .";"      9228,9";"           .";"    12636,62";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"    44263,06";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     3064,19";"     3064,19";"    74794,17";"  -47,606818";"  -16,769434"
"2024";"07";"5207907";"520790";"Flores de Goiás";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"  -47,045083";"  -14,450174"
"2024";"07";"5208004";"520800";"Formosa";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"        4004";"           .";"         135";"          15";"          64";"           .";"           .";"           .";"           .";"          40";"           .";"          35";"        4293";"         345";"         151";"         168";"           .";"           8";"           8";"           .";"          15";"           .";"          14";"         709";"          40";"           .";"           1";"           1";"           .";"          19";"          69";"          82";"          24";"           .";"          23";"           2";"           .";"           .";"          12";"           .";"           .";"         273";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           7";"           7";"          32";"        1896";"        1928";"        7210";"           .";"          45";"           .";"           .";"      477,06";"     7917,21";"           .";"           .";"           .";"           .";"           .";"           .";"          35";"     8474,27";"     8435,69";"      958,85";"    43592,64";"           .";"     2859,44";"       67,12";"           .";"     3067,35";"           .";"     7934,06";"    66915,15";"     1620,41";"           .";"      347,62";"      554,73";"           .";"    15839,99";"    48324,06";"    30023,92";"    12636,82";"           .";"    11362,34";"     2058,88";"           .";"           .";"     6640,75";"           .";"      1899,8";"           .";"   131309,32";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     3040,64";"     3040,64";"        1280";"   105249,19";"   106529,19";"   316268,57";"  -47,335816";"  -15,540945"
"2024";"07";"5208608";"520860";"Goianésia";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"        3156";"           .";"           .";"          43";"         116";"           .";"           .";"           2";"           .";"         106";"           .";"           9";"        3432";"        1186";"           .";"         179";"           .";"          16";"          37";"           .";"          32";"           .";"           5";"        1455";"           .";"           .";"           1";"           .";"           .";"           .";"          15";"           1";"          20";"           1";"          54";"           .";"           .";"           .";"           1";"           .";"           .";"          93";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           2";"           2";"           .";"           .";"           .";"        1092";"        1092";"        6074";"           .";"          36";"           .";"           .";"     1342,55";"     15143,9";"           .";"           .";"       96,32";"           .";"           .";"           .";"           .";"    16618,77";"     7250,89";"           .";"    62685,42";"           .";"     4457,56";"      310,43";"           .";"     6015,85";"           .";"        5335";"    86055,15";"           .";"           .";"      347,62";"           .";"           .";"           .";"     9222,58";"       91,49";"    10816,42";"      148,89";"    28177,34";"           .";"           .";"           .";"      469,16";"           .";"     3181,36";"           .";"    52454,86";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      186,56";"      186,56";"           .";"           .";"           .";"     8998,08";"     8998,08";"   164313,42";"   -49,11581";"  -15,322289"
"2024";"07";"5212501";"521250";"Luziânia";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"        5291";"          14";"         122";"           6";"          99";"           .";"           .";"           4";"           .";"          72";"           .";"          25";"        5633";"        4106";"           .";"          86";"           1";"          18";"          25";"           .";"           1";"           .";"          32";"        4269";"          12";"           .";"           .";"           .";"          37";"          52";"          71";"          21";"         114";"           .";"          24";"           2";"           .";"           .";"           1";"           .";"           4";"         338";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          66";"          66";"           .";"         846";"         846";"       11152";"           .";"           .";"      570,92";"           .";"      186,45";"    12962,63";"           .";"           .";"      257,14";"           .";"           .";"           .";"           .";"    13977,14";"    10854,89";"           .";"    32632,82";"      367,44";"      4659,6";"      209,75";"           .";"      218,67";"           .";"    16289,93";"     65233,1";"     3519,91";"           .";"           .";"           .";"    98689,73";"    41728,23";"    49213,55";"     9006,46";"    57169,37";"           .";"    11953,07";"       261,6";"           .";"           .";"      507,57";"           .";"     2891,56";"      655,56";"   275596,61";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     8576,85";"     8576,85";"           .";"    49973,49";"    49973,49";"   413357,19";"   -47,95572";"  -16,258541"
"2024";"07";"5213053";"521305";"Mimoso de Goiás";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"  -48,163273";"  -15,059293"
"2024";"07";"5214606";"521460";"Niquelândia";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"         840";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         840";"         280";"           .";"          53";"           2";"           3";"           .";"           .";"           2";"           .";"           2";"         342";"           .";"           .";"           .";"           .";"           .";"           .";"           3";"           .";"           3";"           .";"          18";"           .";"           1";"           .";"           .";"           .";"           .";"          25";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         322";"         322";"        1529";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"       984,4";"           .";"    20144,48";"       91,86";"      556,44";"           .";"           .";"      398,66";"           .";"      1438,8";"    23614,64";"           .";"           .";"           .";"           .";"           .";"           .";"     1243,86";"           .";"       641,3";"           .";"     9823,14";"           .";"      241,57";"           .";"           .";"           .";"     1101,24";"           .";"    13051,11";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"        2576";"        2576";"    39241,75";"  -48,458585";"   -14,46911"
"2024";"07";"5215231";"521523";"Novo Gama";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"  -48,037211";"  -16,056078"
"2024";"07";"5215603";"521560";"Padre Bernardo";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"  -48,285966";"  -15,164355"
"2024";"07";"5217302";"521730";"Pirenópolis";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"        3428";"           .";"         108";"          14";"           .";"           .";"           .";"           .";"           .";"          36";"           .";"         368";"        3954";"        3251";"         505";"         122";"           3";"           5";"           .";"           .";"           8";"           .";"           5";"        3899";"          50";"           .";"           .";"           .";"           .";"           .";"          37";"           5";"          30";"           .";"          17";"           .";"           .";"           .";"           .";"           .";"           .";"         139";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         470";"         470";"        8462";"           .";"           5";"           .";"           .";"      453,75";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      458,75";"     5961,16";"     3203,39";"    41066,36";"      137,79";"     1076,05";"           .";"           .";"     1658,39";"           .";"        3321";"    56424,14";"     2613,44";"           .";"           .";"           .";"           .";"           .";"    26679,22";"        1335";"    18437,69";"           .";"      8911,3";"           .";"           .";"           .";"           .";"           .";"      1014,3";"           .";"    58990,95";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      4333,3";"      4333,3";"   120207,14";"  -48,962527";"  -15,853342"
"2024";"07";"5217609";"521760";"Planaltina";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"        1915";"           .";"          12";"           8";"          70";"           .";"           .";"           .";"           .";"         110";"           .";"          86";"        2201";"        2454";"           .";"         148";"           2";"          11";"           .";"           .";"          42";"           .";"          34";"        2691";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          10";"           .";"          35";"           .";"           .";"           .";"           .";"           .";"           .";"          45";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         580";"         580";"        5517";"           .";"          50";"           .";"           .";"      207,35";"     8820,61";"           .";"           .";"           .";"           .";"           .";"           .";"          75";"     9152,96";"     7948,21";"           .";"    58022,11";"      688,34";"     2466,66";"           .";"           .";"     7929,54";"           .";"    16767,81";"    93822,67";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      3975,4";"           .";"    16341,74";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"    20317,14";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"        4640";"        4640";"   127932,77";"  -47,614847";"   -15,45311"
"2024";"07";"5219753";"521975";"Santo Antônio do Descoberto";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"        1062";"           .";"          13";"           .";"           .";"           .";"           .";"           .";"           .";"          12";"           .";"          12";"        1099";"         218";"           .";"          17";"           .";"           2";"           .";"           .";"           .";"           .";"           .";"         237";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           2";"           2";"        1338";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     1436,64";"           .";"     6926,16";"           .";"       389,7";"           .";"           .";"           .";"           .";"           .";"      8752,5";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          16";"          16";"      8768,5";"  -48,256006";"  -15,944224"
"2024";"07";"5220009";"522000";"São João d'Aliança";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"  -47,518802";"  -14,708216"
"2024";"07";"5220686";"522068";"Simolândia";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         136";"           .";"          12";"           .";"           4";"           .";"           .";"           .";"           .";"           .";"         152";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          59";"          59";"         211";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      606,82";"           .";"     4824,85";"           .";"      709,35";"           .";"           .";"           .";"           .";"           .";"     6141,02";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         472";"         472";"     6613,02";"  -46,484284";"  -14,470323"
"2024";"07";"5221858";"522185";"Valparaíso de Goiás";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"        1417";"           .";"           4";"           .";"           .";"           .";"           .";"           .";"           .";"          57";"           .";"          11";"        1489";"        1237";"           .";"          89";"           .";"           5";"           .";"           .";"          25";"           .";"           .";"        1356";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         362";"         362";"        3207";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           2";"           2";"     2791,48";"           .";"    35392,22";"           .";"       922,6";"           .";"           .";"     3890,87";"           .";"           .";"    42997,17";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"        2896";"        2896";"    45895,17";"  -47,984111";"  -16,069575"
"2024";"07";"5222203";"522220";"Vila Boa";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"  -47,057361";"  -15,034889"
